;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;people_per_household;rooms_per_person;beds_per_room
6677;-118,1;34,16;46;2863;513;1412;498;5,3272;330200;INLAND;2,835341365;2,027620397;0,179182676
9202;-119,91;37,23;17;2171;389;1042;375;3,625;94400;INLAND;2,778666667;2,083493282;0,179180101
14698;-117,07;32,79;36;3583;642;1711;602;3,9745;170800;NEAR OCEAN;2,842192691;2,094097019;0,179179459
9941;-122,39;38,37;33;1066;191;403;163;6,8;240800;<1H OCEAN;2,472392638;2,64516129;0,179174484
7916;-118,08;33,88;26;1507;270;931;275;5,1645;244900;<1H OCEAN;3,385454545;1,618689581;0,179163902
17943;-121,96;37,33;35;2294;411;1054;449;4,0667;276900;<1H OCEAN;2,347438753;2,176470588;0,179163034
11471;-118,02;33,71;23;5554;995;2408;936;5,3886;331900;<1H OCEAN;2,572649573;2,306478405;0,179150162
8708;-118,36;33,86;36;681;122;360;128;5,2799;332600;<1H OCEAN;2,8125;1,891666667;0,179148311
16700;-120,56;35,07;14;6788;1216;2866;1036;3,3603;280200;<1H OCEAN;2,766409266;2,368457781;0,179139658
10321;-117,8;33,79;13;2021;362;1081;341;4,3269;231400;<1H OCEAN;3,170087977;1,869565217;0,179119248
18829;-122,56;41,69;21;2010;360;947;306;2,4107;70100;INLAND;3,094771242;2,12249208;0,179104478
8780;-118,31;33,78;30;4573;819;2411;819;3,5804;383800;<1H OCEAN;2,943833944;1,896723351;0,179094686
10082;-117,96;33,94;34;2228;399;1159;378;4,8906;228900;<1H OCEAN;3,066137566;1,922346851;0,179084381
17711;-121,8;37,35;15;2781;498;1389;475;5,614;223300;<1H OCEAN;2,924210526;2,002159827;0,179072276
6032;-117,72;34,08;34;2742;491;1761;496;3,2481;128800;INLAND;3,550403226;1,557069847;0,179066375
6224;-117,93;34,06;35;1022;183;628;187;3,9375;187500;<1H OCEAN;3,35828877;1,627388535;0,179060665
19734;-122,34;40,32;12;3848;689;2008;683;2,6352;92200;INLAND;2,939970717;1,916334661;0,179054054
17830;-121,86;37,41;16;1603;287;1080;296;6,1256;266900;<1H OCEAN;3,648648649;1,484259259;0,179039301
9115;-118,12;34,56;5;6446;1154;3427;1104;3,9936;148500;INLAND;3,104166667;1,880945433;0,179025752
1419;-122,04;37,99;36;2765;495;1478;441;4,125;136200;NEAR BAY;3,351473923;1,870771313;0,179023508
1295;-121,77;38,01;13;2983;534;1417;510;3,9861;168100;INLAND;2,778431373;2,105151729;0,179014415
7863;-118,13;33,9;35;1458;261;686;236;3,9038;202700;<1H OCEAN;2,906779661;2,125364431;0,179012346
10682;-117,74;33,62;16;4134;740;2103;745;5,6877;231400;<1H OCEAN;2,822818792;1,965763195;0,179003387
18841;-122,38;41,54;14;4453;797;1817;685;2,7468;81100;INLAND;2,652554745;2,450742983;0,178980463
9911;-122,31;38,33;21;1922;344;1051;342;3,6042;183300;NEAR BAY;3,073099415;1,828734539;0,178980229
6460;-118,04;34,1;39;2302;412;1590;406;4,8017;273800;INLAND;3,916256158;1,447798742;0,178974805
19715;-121,74;39,15;20;2302;412;1205;399;2,8;71200;INLAND;3,020050125;1,910373444;0,178974805
7948;-118,14;33,86;44;1436;257;745;233;4,625;213400;<1H OCEAN;3,197424893;1,927516779;0,178969359
15070;-117;32,8;33;1816;325;768;316;4,5662;150300;<1H OCEAN;2,430379747;2,364583333;0,178964758
19115;-122,66;38,2;39;2889;517;1351;489;4,3056;251300;<1H OCEAN;2,762781186;2,138415988;0,178954656
10377;-117,63;33,63;6;3068;549;985;536;4,2009;238000;<1H OCEAN;1,837686567;3,114720812;0,178943937
12002;-117,52;33,89;2;17978;3217;7305;2463;5,1695;220800;INLAND;2,96589525;2,461054073;0,178940928
5544;-118,4;33,98;36;2526;452;996;441;5,611;456600;<1H OCEAN;2,258503401;2,536144578;0,178939034
3501;-118,46;34,27;30;1576;282;1004;284;4,8015;179700;<1H OCEAN;3,535211268;1,569721116;0,17893401
12195;-117,19;33,64;12;1481;265;757;243;3,235;210700;<1H OCEAN;3,115226337;1,956406869;0,178933153
17592;-121,88;37,31;28;3085;552;1277;512;4,5795;262800;<1H OCEAN;2,494140625;2,415818324;0,178930308
7138;-118,11;34,02;40;1727;309;932;313;3,95;210200;<1H OCEAN;2,977635783;1,853004292;0,178922988
16548;-121,23;37,84;28;1347;241;713;225;4,0208;155700;INLAND;3,168888889;1,889200561;0,17891611
20330;-119,01;34,23;11;5785;1035;2760;985;4,693;232200;<1H OCEAN;2,802030457;2,096014493;0,178910977
3174;-119,69;36,38;25;1688;302;879;277;3,3214;103100;INLAND;3,173285199;1,92036405;0,178909953
16320;-121,33;37,98;9;2370;424;1129;386;5,143;176500;INLAND;2,924870466;2,099202834;0,178902954
6287;-117,93;34,04;30;1336;239;905;253;4,8854;178100;<1H OCEAN;3,577075099;1,476243094;0,178892216
9336;-122,59;37,99;36;4869;871;1899;827;4,1659;302000;NEAR BAY;2,296251511;2,563981043;0,178886835
3947;-118,62;34,22;34;2633;471;1313;428;4,0909;232900;<1H OCEAN;3,067757009;2,005331302;0,178883403
18700;-122,38;40,56;23;2281;408;1164;420;3,5347;101200;INLAND;2,771428571;1,959621993;0,178868917
13209;-117,71;34,04;17;4098;733;1859;713;2,9811;231800;INLAND;2,607293128;2,204410974;0,17886774
3034;-119,11;35,39;22;984;176;451;170;3,25;88900;INLAND;2,652941176;2,181818182;0,178861789
17731;-121,81;37,3;15;1929;345;1683;347;5,5248;235600;<1H OCEAN;4,850144092;1,146167558;0,178849145
19298;-122,82;38,39;32;1437;257;752;245;4,7422;240900;<1H OCEAN;3,069387755;1,910904255;0,178844816
20131;-119,06;34,38;33;1465;262;731;266;3,9464;230300;<1H OCEAN;2,748120301;2,004103967;0,17883959
11275;-117,96;33,8;35;1493;267;811;272;5,244;218000;<1H OCEAN;2,981617647;1,840937115;0,178834561
19130;-122,72;38,31;26;1644;294;801;291;4,3906;248000;<1H OCEAN;2,75257732;2,052434457;0,178832117
12886;-121,37;38,64;27;1672;299;757;282;3,6786;159700;INLAND;2,684397163;2,208718626;0,178827751
3603;-118,49;34,22;30;1756;314;899;288;5,0325;238200;<1H OCEAN;3,121527778;1,953281424;0,17881549
3403;-118,35;34,27;32;604;108;314;113;6,2037;205400;<1H OCEAN;2,778761062;1,923566879;0,178807947
13570;-117,29;34,14;48;1717;307;610;267;3,125;97600;INLAND;2,284644195;2,814754098;0,178800233
2572;-124,15;40,76;24;2858;511;1388;512;3,375;100600;NEAR OCEAN;2,7109375;2,05907781;0,178796361
6111;-117,89;34,13;34;2159;386;1443;385;4,1995;147400;<1H OCEAN;3,748051948;1,496188496;0,178786475
13789;-117,54;34,47;4;6712;1200;3126;1026;3,2277;126500;INLAND;3,046783626;2,147152911;0,178784267
17652;-121,89;37,29;36;2959;529;1125;520;4,2614;268800;<1H OCEAN;2,163461538;2,630222222;0,178776614
7603;-118,26;33,89;36;923;165;603;191;3,5687;120700;<1H OCEAN;3,157068063;1,530679934;0,178764897
3631;-118,42;34,22;29;1807;323;1234;310;5,3767;233000;<1H OCEAN;3,980645161;1,464343598;0,178749308
2057;-119,67;36,65;20;2512;449;1464;450;3,9211;92300;INLAND;3,253333333;1,715846995;0,178742038
14180;-117,08;32,7;35;1477;264;852;279;3,1786;100600;NEAR OCEAN;3,053763441;1,733568075;0,178740691
5399;-118,43;34,03;45;1740;311;788;306;5,2099;373600;<1H OCEAN;2,575163399;2,208121827;0,178735632
7118;-118,02;33,91;35;2182;390;1248;399;5,4236;216700;<1H OCEAN;3,127819549;1,748397436;0,178735105
12963;-121,32;38,7;16;3592;642;1740;629;3,0703;126000;INLAND;2,766295707;2,064367816;0,178730512
15931;-122,41;37,73;41;2115;378;1168;365;4,0642;272500;NEAR BAY;3,2;1,810787671;0,178723404
1523;-122,07;37,91;33;1550;277;638;254;3,6833;292500;NEAR BAY;2,511811024;2,429467085;0,178709677
3368;-120,37;40,17;21;789;141;406;146;2,1198;73500;INLAND;2,780821918;1,943349754;0,178707224
2730;-115,57;32,8;33;1192;213;1066;211;4,5714;68600;INLAND;5,052132701;1,118198874;0,178691275
7576;-118,21;33,88;38;929;166;686;183;3,4485;119400;<1H OCEAN;3,74863388;1,354227405;0,17868676
2353;-119,69;36,79;15;2524;451;1207;424;2,7404;76300;INLAND;2,846698113;2,091135046;0,178684628
9548;-120,89;37,33;27;2692;481;1518;447;2,0417;94200;INLAND;3,395973154;1,773386034;0,178677563
13626;-117,33;34,08;37;2267;405;1175;403;3,75;95200;INLAND;2,915632754;1,929361702;0,178650199
2278;-119,79;36,81;33;1461;261;494;254;4,25;132200;INLAND;1,94488189;2,957489879;0,178644764
15145;-116,9;32,9;19;3090;552;1621;520;4,0806;189200;<1H OCEAN;3,117307692;1,906230722;0,178640777
16633;-120,8;35,33;20;2200;393;996;365;3,587;330000;NEAR OCEAN;2,728767123;2,208835341;0,178636364
13457;-117,39;34,13;9;2228;398;1316;370;4,1632;119800;INLAND;3,556756757;1,693009119;0,178635548
16504;-121,1;37,8;35;1853;331;958;340;3,3578;149000;INLAND;2,817647059;1,934237996;0,17862925
15987;-122,47;37,75;51;2413;431;1095;437;4,0089;357000;NEAR BAY;2,505720824;2,203652968;0,178615831
6211;-117,9;34,07;35;1646;294;1056;280;3,055;172000;<1H OCEAN;3,771428571;1,558712121;0,178614824
19695;-121,62;39,09;21;2693;481;1337;435;3,8534;99700;INLAND;3,073563218;2,01421092;0,178611214
10180;-117,94;33,88;46;1747;312;770;296;5,4217;256000;<1H OCEAN;2,601351351;2,268831169;0,178591872
17883;-121,95;37,39;24;5230;934;3795;970;5,4228;264100;<1H OCEAN;3,912371134;1,378129117;0,178585086
19673;-121,63;39,15;27;336;60;195;68;5,3946;71800;INLAND;2,867647059;1,723076923;0,178571429
14559;-117,22;32,82;35;756;135;423;136;3,5234;183900;NEAR OCEAN;3,110294118;1,787234043;0,178571429
11282;-117,95;33,79;34;2912;520;1625;501;4,4667;190600;<1H OCEAN;3,243512974;1,792;0,178571429
13377;-117,61;34,12;17;6709;1198;3954;1161;4,6997;156900;INLAND;3,405684755;1,696762772;0,178566105
8158;-118,12;33,81;36;2565;458;1155;443;4,6087;224600;<1H OCEAN;2,607223476;2,220779221;0,178557505
11917;-117,41;33,96;27;2341;418;1272;415;3,0208;112700;INLAND;3,065060241;1,840408805;0,178556173
849;-122,07;37,58;16;1893;338;1461;344;5,225;213700;NEAR BAY;4,247093023;1,295687885;0,178552562
20291;-119,19;34,16;34;2610;466;1543;433;3,9722;189000;NEAR OCEAN;3,563510393;1,691510045;0,178544061
6165;-117,95;34,08;37;1137;203;672;226;3,2969;189000;<1H OCEAN;2,973451327;1,691964286;0,178540018
20217;-119,27;34,29;32;2274;406;982;393;5,3254;385200;NEAR OCEAN;2,498727735;2,315682281;0,178540018
3456;-118,41;34,3;28;3187;569;2205;559;5,1668;187400;<1H OCEAN;3,944543828;1,445351474;0,17853781
6061;-117,81;34,01;12;9197;1642;4332;1554;4,9589;282100;<1H OCEAN;2,787644788;2,123037858;0,178536479
3389;-118,35;34,22;19;9259;1653;3963;1595;5,997;228700;<1H OCEAN;2,484639498;2,336361342;0,178528999
3890;-118,56;34,22;35;1843;329;1041;317;4,4271;205100;<1H OCEAN;3,283911672;1,770413064;0,178513294
8069;-118,18;33,83;45;1535;274;591;276;4,2411;371700;NEAR OCEAN;2,141304348;2,597292724;0,178501629
12205;-117,02;33,6;7;1972;352;964;317;3,244;337200;INLAND;3,041009464;2,045643154;0,178498986
1577;-121,99;37,81;17;465;83;146;75;4,9018;188500;<1H OCEAN;1,946666667;3,184931507;0,178494624
12610;-121,51;38,49;21;4426;790;1856;761;4,1;158300;INLAND;2,438896189;2,384698276;0,178490737
10448;-117,66;33,46;26;2073;370;952;340;5,0877;288100;<1H OCEAN;2,8;2,177521008;0,178485287
12005;-117,55;33,92;24;2807;501;1653;509;4,8167;163300;INLAND;3,247544204;1,698124622;0,178482366
11475;-118,02;33,73;24;6393;1141;2743;1057;5,1384;336900;<1H OCEAN;2,595080416;2,330659861;0,178476459
6176;-117,93;34,08;36;1597;285;901;272;4,3947;197000;<1H OCEAN;3,3125;1,772475028;0,178459612
19288;-122,84;38,41;19;2191;391;1065;404;4,125;204600;<1H OCEAN;2,636138614;2,057276995;0,178457325
11913;-117,41;33,95;37;1586;283;675;305;2,9583;132100;INLAND;2,213114754;2,34962963;0,178436318
14664;-117,13;32,79;35;1362;243;698;255;3,6458;173800;NEAR OCEAN;2,737254902;1,951289398;0,178414097
10388;-117,66;33,57;16;2483;443;1357;400;5,5545;214200;<1H OCEAN;3,3925;1,829771555;0,17841321
11873;-117,38;34;45;2881;514;1470;515;3,3687;123800;INLAND;2,854368932;1,959863946;0,178410274
16974;-122,3;37,57;36;1973;352;1169;370;5,033;270900;NEAR BAY;3,159459459;1,687767322;0,178408515
13390;-117,59;34,02;14;1463;261;881;245;4,7857;152500;INLAND;3,595918367;1,66061294;0,178400547
3208;-119,63;36,34;26;1463;261;699;219;3,5536;71400;INLAND;3,191780822;2,092989986;0,178400547
15132;-116,92;32,84;16;4675;834;2188;817;4,6674;178000;<1H OCEAN;2,678090575;2,136654479;0,178395722
9635;-120,85;37,08;3;3425;611;1588;459;4,1779;147800;INLAND;3,459694989;2,156801008;0,178394161
16446;-121,28;38,14;38;2803;500;1223;509;4,119;128800;INLAND;2,402750491;2,291905151;0,178380307
12376;-116,47;33,77;26;4300;767;1557;669;4,4107;122500;INLAND;2,32735426;2,761721259;0,178372093
11211;-117,93;33,81;18;3291;587;1640;563;4,8981;166300;<1H OCEAN;2,912966252;2,006707317;0,178365239
660;-122,15;37,71;36;998;178;531;183;4,0208;191500;NEAR BAY;2,901639344;1,879472693;0,178356713
9036;-118,09;34,68;4;23386;4171;10493;3671;4,0211;144000;INLAND;2,858349224;2,228723911;0,178354571
19367;-120,84;37,92;27;471;84;195;72;3,3333;208300;INLAND;2,708333333;2,415384615;0,178343949
18867;-122,21;38,09;37;4368;779;2083;741;3,8667;127000;NEAR BAY;2,811066127;2,096975516;0,178342491
18744;-122,31;40,49;18;4026;718;1731;705;3,35;118400;INLAND;2,455319149;2,325823224;0,178340785
1945;-120,95;38,79;12;3247;579;1459;517;4,3981;202800;INLAND;2,82205029;2,225496916;0,178318448
792;-122,08;37,64;36;1116;199;662;226;5,7309;177900;NEAR BAY;2,92920354;1,685800604;0,178315412
11901;-117,4;33,96;51;1806;322;709;298;3,575;125500;INLAND;2,379194631;2,547249647;0,178294574
2135;-119,71;36,8;25;875;156;646;166;3;72800;INLAND;3,891566265;1,354489164;0,178285714
9340;-122,57;37,99;38;5587;996;2466;1027;4,1711;336900;NEAR BAY;2,401168452;2,265612328;0,178270986
9013;-118,75;34,1;34;2255;402;857;317;4,5333;377300;NEAR OCEAN;2,703470032;2,631271879;0,17827051
15998;-122,45;37,75;36;1997;356;772;348;4,95;322600;NEAR BAY;2,218390805;2,586787565;0,178267401
2981;-119,02;35,34;34;2861;510;1375;486;3,4286;71400;INLAND;2,829218107;2,080727273;0,17825935
16328;-121,34;38,03;20;4213;751;2071;714;4,4063;130800;INLAND;2,900560224;2,034282955;0,178257774
8023;-118,12;33,84;37;2143;382;1047;377;4,4423;216000;<1H OCEAN;2,777188329;2,046800382;0,178254783
9955;-122,28;38,34;44;1066;190;416;174;3,6389;304000;NEAR BAY;2,390804598;2,5625;0,178236398
10474;-117,69;33,6;16;2205;393;1333;402;3,475;279500;<1H OCEAN;3,315920398;1,654163541;0,178231293
2196;-120,04;36,79;48;1341;239;671;208;2,7917;82800;INLAND;3,225961538;1,998509687;0,178225205
15510;-117,06;33,17;4;5465;974;2844;950;4,4477;174800;<1H OCEAN;2,993684211;1,921589311;0,178225069
14910;-117,04;32,6;18;4747;846;3002;872;3,9076;152900;NEAR OCEAN;3,44266055;1,581279147;0,178217822
2515;-122,16;39,74;20;707;126;337;125;3,0469;85000;INLAND;2,696;2,097922849;0,178217822
17293;-119,52;34,41;20;4489;800;2867;765;4,806;279700;<1H OCEAN;3,747712418;1,565748169;0,178213411
11872;-117,37;34,01;15;1386;247;703;185;3,6415;124200;INLAND;3,8;1,971550498;0,178210678
8193;-118,12;33,79;41;1762;314;738;300;4,1687;240700;<1H OCEAN;2,46;2,387533875;0,178206583
14693;-117,09;32,79;36;1936;345;861;343;3,8333;170000;NEAR OCEAN;2,510204082;2,2485482;0,178202479
9936;-122,29;38,19;13;7065;1259;3864;1221;4,7472;148600;NEAR BAY;3,164619165;1,828416149;0,178202406
19959;-119,14;36,23;22;2935;523;1927;530;2,5875;70400;INLAND;3,635849057;1,523092891;0,178194208
19332;-122,78;38,53;9;3659;652;1889;632;4,2716;250800;<1H OCEAN;2,988924051;1,937003706;0,178190763
19271;-122,79;38,42;9;4967;885;2581;915;5,038;185600;<1H OCEAN;2,820765027;1,924447888;0,178175961
19454;-120,93;37,66;10;7566;1348;3227;1199;4,744;148100;INLAND;2,691409508;2,344592501;0,178165477
5595;-118,26;33,79;30;1291;230;835;215;5,5;181500;<1H OCEAN;3,88372093;1,546107784;0,178156468
7724;-118,12;33,94;33;2206;393;973;364;4,675;283000;<1H OCEAN;2,673076923;2,2672148;0,178150499
11287;-117,94;33,78;34;2627;468;1409;450;4,7731;199200;<1H OCEAN;3,131111111;1,864442867;0,178149981
16632;-120,82;35,31;16;3924;699;1325;638;2,5172;293900;NEAR OCEAN;2,076802508;2,961509434;0,178134557
18087;-122,08;37,3;30;2268;404;1197;372;7,0813;485300;<1H OCEAN;3,217741935;1,894736842;0,178130511
13605;-117,27;34,14;36;3795;676;1742;585;4,1;96400;INLAND;2,977777778;2,178530425;0,178129117
6686;-118,07;34,16;35;2459;438;970;437;4,2143;369400;INLAND;2,219679634;2,535051546;0,178121187
3861;-118,43;34,16;34;2622;467;1233;476;4,0474;379700;<1H OCEAN;2,590336134;2,126520681;0,178108314
13877;-117,27;34,42;9;5643;1005;3166;957;3,2077;93300;INLAND;3,308254963;1,782375237;0,178096757
18920;-122,17;38,06;16;3515;626;1764;626;4,4397;187100;NEAR BAY;2,817891374;1,992630385;0,178093883
16699;-120,61;35,06;13;2364;421;1257;380;4,6167;273100;<1H OCEAN;3,307894737;1,880668258;0,178087986
13480;-117,37;34,12;32;3190;568;1614;512;3,8398;118200;INLAND;3,15234375;1,97645601;0,178056426
8590;-118,37;33,88;21;966;172;417;158;5,5335;342600;<1H OCEAN;2,639240506;2,316546763;0,17805383
18080;-122,06;37,32;30;3033;540;1440;507;6,2182;380800;<1H OCEAN;2,840236686;2,10625;0,178041543
12895;-121,34;38,63;13;3033;540;1363;519;4,0036;161700;INLAND;2,626204239;2,225238445;0,178041543
12724;-121,36;38,6;36;1275;227;530;245;3,875;133600;INLAND;2,163265306;2,405660377;0,178039216
15020;-117,01;32,76;34;3415;608;1464;593;4,0549;223700;<1H OCEAN;2,468802698;2,332650273;0,178038067
14920;-117,06;32,63;29;4168;742;2096;713;4,2204;169800;NEAR OCEAN;2,939691445;1,988549618;0,178023033
19102;-122,63;38,26;7;7808;1390;3551;1392;4,6069;202300;<1H OCEAN;2,551005747;2,198817235;0,178022541
19369;-120,9;37,81;27;4213;750;2142;746;3,7031;173300;INLAND;2,871313673;1,966853408;0,178020413
2131;-119,71;36,8;17;2056;366;1259;367;3,9338;84700;INLAND;3,430517711;1,633042097;0,178015564
12826;-121,43;38,69;28;927;165;542;148;2,5;96200;INLAND;3,662162162;1,710332103;0,177993528
2578;-124,13;40,79;32;2017;359;855;346;3,5833;92800;NEAR OCEAN;2,471098266;2,359064327;0,17798711
12830;-121,44;38,69;24;3124;556;1512;555;3,1942;94900;INLAND;2,724324324;2,066137566;0,177976953
5982;-117,74;34,1;29;2742;488;2477;532;3,5072;121900;INLAND;4,656015038;1,106984255;0,177972283
11680;-118;33,88;28;1624;289;755;280;4,7083;268100;<1H OCEAN;2,696428571;2,150993377;0,177955665
2303;-119,78;36,83;18;4164;741;1817;681;4,2153;95200;INLAND;2,668135095;2,291689598;0,17795389
8029;-118,12;33,84;37;1242;221;565;213;4,1094;215800;<1H OCEAN;2,65258216;2,198230088;0,177938808
18773;-122,24;40,45;27;1804;321;782;300;3,5978;80600;INLAND;2,606666667;2,306905371;0,177937916
18070;-122;37,28;32;2782;495;1092;455;5,4103;335900;<1H OCEAN;2,4;2,547619048;0,177929547
10967;-117,86;33,76;34;3153;561;1679;532;4,7083;205300;<1H OCEAN;3,156015038;1,877903514;0,177925785
20145;-119,12;34,38;28;7200;1281;3793;1238;4,075;237900;<1H OCEAN;3,063812601;1,898233588;0,177916667
17827;-121,85;37,4;23;1793;319;1145;310;5,5968;243200;<1H OCEAN;3,693548387;1,565938865;0,17791411
15566;-116,89;32,99;14;2816;501;1448;452;5,0278;210900;<1H OCEAN;3,203539823;1,944751381;0,177911932
16789;-122,46;37,66;36;2535;451;1390;436;5,3398;260900;NEAR OCEAN;3,188073394;1,823741007;0,17790927
11226;-117,95;33,82;35;1068;190;514;174;4,0735;208700;<1H OCEAN;2,954022989;2,077821012;0,177902622
12458;-121,43;38,57;38;2507;446;888;448;4,0972;163700;INLAND;1,982142857;2,823198198;0,177901875
18621;-122;37,08;17;4154;739;2149;693;5,5919;373400;NEAR OCEAN;3,101010101;1,932992089;0,177900818
18740;-122,32;40,57;15;2524;449;1374;467;3,3816;93800;INLAND;2,942184154;1,836972344;0,177892235
13712;-117,18;34,08;28;2243;399;1464;379;3,2105;90300;INLAND;3,862796834;1,532103825;0,177886759
16982;-122,26;37,55;17;4576;814;1941;807;5,9572;443800;NEAR BAY;2,405204461;2,357547656;0,177884615
13447;-117,41;34,09;21;3300;587;1896;572;3,6466;130600;INLAND;3,314685315;1,740506329;0,177878788
8433;-118,37;33,93;46;1130;201;503;196;4,4861;246300;<1H OCEAN;2,566326531;2,246520875;0,177876106
6896;-118,11;34,04;28;3913;696;2264;697;5,2446;258000;<1H OCEAN;3,2482066;1,72835689;0,177868643
16759;-122,49;37,67;29;3795;675;2494;696;5,2848;260300;NEAR OCEAN;3,583333333;1,521651965;0,177865613
2210;-119,85;36,81;15;1743;310;1011;325;3,755;68000;INLAND;3,110769231;1,724035608;0,177854274
19311;-122,91;38,43;19;1968;350;852;308;4,6705;269800;<1H OCEAN;2,766233766;2,309859155;0,177845528
16468;-121,26;38,11;4;2058;366;933;316;4,2448;150900;INLAND;2,952531646;2,205787781;0,177842566
13692;-117,2;34,13;14;3998;711;1509;665;3,4138;126700;INLAND;2,269172932;2,649436713;0,177838919
6329;-117,92;33,98;10;16414;2919;8907;2714;6,1552;362500;<1H OCEAN;3,281871776;1,842820254;0,177835994
8156;-118,1;33,82;36;1946;346;871;336;5,2155;254800;<1H OCEAN;2,592261905;2,234213548;0,177800617
10578;-117,81;33,73;17;1063;189;363;183;2,1719;261300;<1H OCEAN;1,983606557;2,928374656;0,177798683
2349;-119,69;36,8;31;2576;458;1306;418;3,2813;68700;INLAND;3,124401914;1,972434916;0,177795031
19473;-120,97;37,67;31;1648;293;792;294;2,4;121500;INLAND;2,693877551;2,080808081;0,177791262
19538;-120,92;37,63;39;45;8;22;9;1,7679;450000;INLAND;2,444444444;2,045454545;0,177777778
14776;-117,09;32,57;23;1817;323;1371;327;3,6736;139500;NEAR OCEAN;4,19266055;1,325309993;0,177765548
7064;-118,03;33,94;37;1699;302;889;271;4,3542;179800;<1H OCEAN;3,280442804;1,911136108;0,177751619
17173;-122,48;37,51;22;1564;278;761;270;4,7578;318500;NEAR OCEAN;2,818518519;2,055190539;0,177749361
8481;-118,3;33,93;29;2228;396;1140;352;3,7969;169400;<1H OCEAN;3,238636364;1,954385965;0,177737882
8475;-118,32;33,93;34;1536;273;804;287;4,9615;157800;<1H OCEAN;2,801393728;1,910447761;0,177734375
19190;-122,69;38,44;35;1356;241;620;216;3,5521;168300;<1H OCEAN;2,87037037;2,187096774;0,177728614
9923;-122,31;38,31;32;2577;458;1172;447;3,8796;175500;NEAR BAY;2,621923937;2,198805461;0,177726038
17866;-121,91;37,43;33;2791;496;1714;485;4,8304;224900;<1H OCEAN;3,534020619;1,628354726;0,177714081
12799;-121,45;38,6;44;2324;413;823;375;4,6625;158900;INLAND;2,194666667;2,82381531;0,177710843
15376;-117,34;33,46;14;1902;338;848;304;5,5395;273300;<1H OCEAN;2,789473684;2,242924528;0,177707676
7902;-118,04;33,87;18;4626;822;2794;763;5,6917;275100;<1H OCEAN;3,661861075;1,655690766;0,17769131
13597;-117,25;34,16;35;2707;481;1595;479;3,9018;91500;INLAND;3,329853862;1,697178683;0,177687477
13934;-117,26;34,24;10;4750;844;1220;428;4,5536;132400;INLAND;2,85046729;3,893442623;0,177684211
6753;-118,09;34,11;36;2966;527;1231;482;4,6442;316800;<1H OCEAN;2,553941909;2,409423233;0,177680378
16701;-120,52;35,06;11;1317;234;655;243;4,3611;329700;<1H OCEAN;2,695473251;2,010687023;0,177676538
18948;-122,06;38,25;36;1818;323;953;298;3,3153;99000;INLAND;3,197986577;1,907660021;0,177667767
19157;-122,68;38,36;8;7520;1336;3833;1287;4,3278;184100;<1H OCEAN;2,978243978;1,961909731;0,177659574
5631;-118,3;33,76;18;9659;1716;4336;1674;5,7764;290500;<1H OCEAN;2,590203106;2,227629151;0,177658143
11073;-117,85;33,8;34;1593;283;872;255;3,825;216700;<1H OCEAN;3,419607843;1,826834862;0,177652228
13843;-117,34;34,49;9;3293;585;1678;530;3,2941;98300;INLAND;3,166037736;1,962455304;0,17764956
12150;-117,23;33,68;10;3659;650;1476;515;3,8869;125900;<1H OCEAN;2,866019417;2,47899729;0,177644165
569;-122,24;37,73;21;7031;1249;2930;1235;4,5213;228400;NEAR BAY;2,372469636;2,399658703;0,177641872
14807;-117,18;32,69;48;2764;491;978;449;5,1249;432400;NEAR OCEAN;2,178173719;2,826175869;0,1776411
2714;-115,58;32,81;5;805;143;458;143;4,475;96300;INLAND;3,202797203;1,757641921;0,177639752
16401;-121,2;38,02;44;608;108;287;83;3,3882;125000;INLAND;3,457831325;2,118466899;0,177631579
16068;-122,49;37,75;48;2387;424;1041;408;3,7562;321200;NEAR OCEAN;2,551470588;2,292987512;0,177628823
7083;-118,01;33,94;35;1323;235;807;247;4,2708;174800;<1H OCEAN;3,267206478;1,639405204;0,177626606
1908;-120,04;38,86;16;2708;481;712;261;3,7891;117700;INLAND;2,727969349;3,803370787;0,177621861
8175;-118,11;33,79;36;1993;354;884;337;5,587;244900;<1H OCEAN;2,623145401;2,254524887;0,177621676
11920;-117,39;33,95;35;1599;284;721;287;4,125;120700;INLAND;2,512195122;2,217753121;0,177611007
2257;-119,84;36,8;16;2849;506;1508;478;3,4074;72700;INLAND;3,154811715;1,889257294;0,177606178
8606;-118,36;33,86;37;1768;314;802;290;5,0784;295900;<1H OCEAN;2,765517241;2,204488778;0,17760181
17743;-121,74;37,29;6;7292;1295;2468;1262;5,6411;294700;<1H OCEAN;1,95562599;2,954619125;0,177591882
12831;-121,45;38,69;32;2962;526;1542;521;2,2243;89200;INLAND;2,959692898;1,920881971;0,177582714
2844;-118,98;35,4;36;1864;331;1052;325;3,4205;76600;INLAND;3,236923077;1,771863118;0,177575107
17645;-121,89;37,26;26;1864;331;956;325;5,5;231700;<1H OCEAN;2,941538462;1,949790795;0,177575107
10054;-121,06;39,29;14;1864;331;894;332;3,4028;171800;INLAND;2,692771084;2,085011186;0,177575107
15986;-122,47;37,75;45;2399;426;911;423;4,4312;361000;NEAR BAY;2,153664303;2,633369923;0,177573989
6615;-118,1;34,17;46;1774;315;753;330;4,7241;279600;INLAND;2,281818182;2,355909695;0,177564825
8139;-118,1;33,83;36;1408;250;702;251;4,875;222500;<1H OCEAN;2,796812749;2,005698006;0,177556818
